id,score,review
132999,Negative,CEVAP BULMAK ÇOK ZOR SİZDEN
133000,Negative,beğenmedim çok sert ve çabuk deforme oluyor çok kalitesiz duruyor
133001,Negative,"hayatımda gördüğüm en kötü  boya fırçası direk çöpe attık , sakın almayın !!!!"
133002,Neutral,Fena değil
133003,Neutral,Kokusu pek güzel dgl idare eder
133004,Neutral,Nemlendirme güzel onun dışında pekde birleyen farketmedim
133005,Negative,surekli kullandigim yuzey temizleyici guya bildigin sulandirilip gelmis 18 gunde zor gelen bir ürün
133006,Negative,"aman yarabbi, hayatımda gördüğümm en kötü ağda. orjinal olmadığını düşünüyorum. ikiye ayırdığımda ağda çürümüş gibiydi. tam bir ezalet"
133007,Neutral,"Ürün güzel paketlenmişti, damıtma damlacık kısmı da oldukça kaliteli. Henüz ürün etkisini göremedim"
133008,Neutral,Fiyat performans olarak uygun bir ürün
133009,Positive,"İndirimdeyken  yorumlara bakarak aldım,bir kaç gündür kullanıyorum umarım güzel sonuçlar alırım ve paylaşırım 👍"
133010,Neutral,Yorumları okuyarak aldım deneme amaçlı bana ağır geldi bir daha almam . Tercih meselesi tabi .
133011,Positive,"Çok çok iyi kokusu kalitesi ağzına kadar dolu yeni boyanmış yıpranmış saçlarıma daha bir kere kullandım aşırı farkı gördüm saçlarımı yumuşacık etti kokusuda o kadar hoş Kİ,kesinlikle tavsiye ediyorum Paketleme de mükemmel"
133012,Positive,Gerçekten aldığıma pişman olmadığım harika bir ürün
133013,Negative,38 beden gelen külotlar çocuk külodu gibi . Hiç 38 olmasam inanırdım . Üzdün pier
133014,Neutral,Tam rengini korumuyor kızıllık kalıyor
133015,Positive,En sevdiğim koku
133016,Negative,Ince telli saçlar için aldım yağlı saçlar için geldi elinizde yoksa yollamayın bence.
133017,Positive,Çok güzel ürün yıllardır kullanıyorum
133018,Neutral,"Güzel ürün, ama bana niye hediye göndermedinz"
133019,Negative,hiç bir etkisi yok
133020,Positive,Güzel üründü Ürünü severek kullanıyorum
133021,Positive,Çok güzel nemlendiriyor hafif yakıyor gibi ve bu çok hoşuma gidiyor
133022,Positive,Tam istediğim gibi. Meşhur olanları gibi çok para vermeye gerek yok bence aynı işlevi görüyor. Şarjı ne kadar dayanır bilemiyorum henüz görmedim ama sürekli kullanılmadığı için çok da önemli değil bence.
133023,Positive,En iyi fırça modeli kesinlikle cross action. İndirimde yakalamak da mutluluk verici oldu
133024,Positive,sorunsuz ulaştı hızlı kargo güzel paketlenmis
133025,Positive,Fiyatına göre yanında ki ürünle mükemmel bir detay diyebilirim. En güzel rimel olarak seçilmeli bence. Kargo paketlemesi de çok özenliydi. Teşekkürler
133026,Positive,çok iyi temizliyor cildi yumusacik yapiyor fiyati da gayet iyi ancak kargosu çok gec ulasti ve sarji ancak iki hafta gidiyor
133027,Positive,olmazsa olmaz rıjım fiyatıda uygun
133028,Positive,"Kokulara alerjim olması halinde beni rahatsız etmeyen bir parfüm. Ağır değil, rahatlatıcı bir kokusu var. Ürün de orijinal geldi. Fiyat bakımından da bayağı indirimde. Kaçırılmaması gereken bir ürün"
133029,Negative,Kodunu sorguladığımda orjinal görünüyor ama koku kalıcı değil. Orjinal olduğunu düşünmüyorum çünkü parfümeride denediğimde koku gün boyu üzerimde kalmıştı.
133030,Negative,Ürünü beğenmedim saçlarımı çok dökmeye başladı malesef
133031,Neutral,nemlendirmesi güzel kapatıcılığı orta
133032,Neutral,nemlendirici özelliği yüksek.
133033,Positive,"Komşumun kokusu, direkt ismini öğrenip aldım çünkü muazzam kokuyordu"
133034,Negative,Sakın almayın ben bu kadar kötü bir ürün daha görmedim hiç bir etkisi yok pili koyduğun zaman direk çalışıyo açma kapama düğmesi bile yok kötü bayağı kötü almayın
133035,Negative,Ürün ilk kullanımdan itibaren tahrise sebeb oldu surdugum yer kızarıp yanmaya basladı kullanımı bırakdım malesef hassas cıltlere yaramıyor
133036,Positive,Çok hızlı kargo eksiksiz teslim aldım çok memnunum bu fiyata hemen alın
133037,Positive,Indirimdeyken gördüğünüzde kaçırmamanız gereken bir ürün.
133038,Neutral,güzel fakat çok fayda goremedim
133039,Positive,çok güzel bir ürün
133040,Neutral,Gömdüğü gibi geldi
133041,Negative,ürün gayet kaliteli ve güzel deneyebilirsiniz
133042,Positive,kesinlikle derinlemesine temizlik sağlıyor 👍🏻
133043,Positive,yumusacik acma isleminden sonra ipek gibi oldu
133044,Neutral,1 kere kullandım devamlı kullanmak lazım ilk izlenimi güzel.
133045,Positive,Ürün kısa zamanda elime ulaştı. Oluşturduğum siparişin rengi kalmadığı için daha iyisiyle karşılaştım. Yaptığınız jest beni çok mutlu etti çok teşekkür ederim. 😊
133046,Neutral,Ev arkadaşıma almıştım memnun değil di
133047,Neutral,"kokusu güzel ve hafif. ancak difüzerde iki farklı zamanda kullandım, ikisinde de alerji yaptı."
133048,Positive,"Ürün 2 günde elime ulaştı, paketlemesi çok güzeldi ürünün kaliteli olması beni çok sevindirdi ilk denememdeki sonuç gayet başarılıydı 👍🏻"
133049,Negative,Aldım ama göründüğü gibi çok kaliteli birşeye benzemiyor
133050,Neutral,Yeni kullanmama rağmen çok memnunum
133051,Negative,Aşırı sert
133052,Neutral,2 kere kullandım rengi güzel kademeli olarak açıyor lâkin sadece 2 kere saç uçlarıma kullanmama rağmen çok kuruttu saçım normalde hiç düğümlenmezdi artık düğümler oluşuyor bol bol yağ sürüyorum yinede geçmiyor yani siz siz olun 2 3 den fazla kullanmayın ki benim saçım açık kumral olmasına rağmen bu kadar kuruttu koyu saçlara hiç önermem ama kokusu vs güzel
133053,Neutral,Rengi çok güzel koyu ancak temizlemesi biraz zor. Gün içinde biraz akıyor
133054,Neutral,Kokusunu çok beğenmedim
133055,Positive,çok güzel yumuşacık yaptı saçımı
133056,Neutral,"Rengi çok koyu, esmerlerin kullanımına uygun."
133057,Neutral,Güzel bir ürün severek kullanıyorum
133058,Positive,paketleme ve kargo sorunsuzdu tavsiye üzerine aldım ve çok memnunum
133059,Negative,İnanılmaz gereksiz
133060,Neutral,Benim yüzümü bayağı bir kuruttu. Temizlemesi güzel ve dermokozmetik hissi veriyor. Kurutmasa sürekli bu ürünü kullanırdım
133061,Positive,"Hızlı kargo, etkili ürün👍🏻 kısa vadede bile etkisini gördüğümü düşünüyorum cildi daha canlı gösteriyor bende sivilce vs yapmadı gayet memnunum ❤️"
133062,Positive,Ürünü indirimdeyken almıştım çok güzel yüzümü yumuşacık yaptı. Teşekkürler :)
133063,Positive,Ürün tam göründüğü gibi 2 gündür kullanıyorum normal cilt temizliğine göre bayağı farkediyor. Fırça kısmı yumuşacık. Yüzünüze hem masaj hem temizlik sağlıyor çok memnun tavsiye ederim.
133064,Negative,Buda aslında gözüktüğü gibi çokta aman aman değil
133065,Negative,Çok çok kötü kalitede bir ürün.Suya soktum tüm kıllar parça parça kopuyor.Kılların üstünde yapıştırıcı tabakası var.Satıcının yerine utandım.Karantina sürecinde olmasak meblanın küçüklüğüne bakmadan iade etmeye giderdim.
133066,Negative,Çok beğenemedim kolumu çok kızarttı
133067,Positive,Uzun araştırmalar sonucunda bu kremde karar kılıp sipariş verdim iyikide vermişim. 2 haftaya yakındır düzenli olarak at kılı fırcasını uyguladıktan sonra süryorum( evet yanma hissi var fakat dayanılmaz değil tatlı bir yanma)  gözle görülür derecede etkili kesinlikle tavsiye ediyorum.
133068,Positive,çok bgendım güzel çalışıyor
133069,Positive,bu ürünü alın aldırın bence yaklaşık 2 aydır kullanıyorum yüzüm pamuk gibi yumşacık sarjıda hiç bitmiyor sanki geldiğinden beri hiçç sarja takmadım mükemmel bir ürün çok net tavsiye ederim 😊
133070,Negative,rezillik resmen berbattı almayın paraya yazık valla
133071,Positive,"saçı kurutmuyor, kumralım birkaç kere uyguladim denizden ve güneşten açılmış gibi doğal duruyor, alınır"
133072,Positive,Kalıcı ve çok güzel kokuyor.
133073,Neutral,bende  yorumlardan görerek aldım ilk hafta kullandım pek bir etkisini göremedim neyse dedim herhalde ilerde görürüm haksızlık etmiyim ama kullanmaya devam ettikçe de çok bir etkisini göremedim açıkçası abartildigi kadar iyi bir ürün değil
133074,Negative,Çok dar 2 beden büyük alın
133075,Neutral,Pek çok marka denedikten sonra en iyisi rexona karar verdim ama bundan pek memnun kalmadım black and white olanı daha iyi
133076,Negative,"Dolandırıcılık resmen dolandırıcılık. Ürün yerine bana yumurta köpürtücü göndermişler. Trendyol a ürünu kapimdan aldirip, iade aldigi icin teşekkürler"
133077,Negative,Bedenler inanılmaz derece küçük l beden aldım ama sanki small gibi hiç beğenmedim
133078,Positive,harika zaten memnun olduğumuz için kampanyalarını takip ediyoruz
133079,Neutral,Güzel evet ama biraz erken yağlandırıyo saçı
133080,Negative,bedeni o kadar küçük ki s giyiyorum normalde m aldım o bile sıktı rahat değildim içinde indirimdeyden aldım ama o kadarını bile etmez iade edicem
133081,Neutral,Kardeşim kullanıp çok memnun kalmıştı ben de aldım ama benim cildim daha yağlı olduğu için sivilce oluşturdu maalesef
133082,Neutral,Düzenli kullanılır işe işe yarıyor ama sivilce lekelerinde işe yaramıyor maalesef
133083,Positive,Güvenle kullanabileceğiniz harika bir ürün.
133084,Neutral,Teslimat gayet iyiydi
133085,Negative,Benim yüzümü tahriş etti.
133086,Neutral,Nemlendirme de başarılı ama sanki beyaz yağ bezesi yaptı göz kapaklarıma birde bunu sürünce gözlerim yanıyor nedense
133087,Neutral,Aşırı güzel bir kokusu var ama yüzünüzde bolca sim ve yapışkanlık hissi bırakıyor. Nemlendirici özelliği güzel ama onun dışında 👎🏻
133088,Positive,Yıllardır kullandığım bir ürün ve orijinal kutusunda olması gerektiği gibi geldi.
133089,Negative,Memnun kalmadım cildinizde pul pul kalıyor deri döküyor gibi duruyorsunuz
133090,Negative,Çok çabuk kırılıyor.
133091,Negative,"Baba içliği gibi geldi, modelde durduğu gibi durmuyor tavsşye etmem"
133092,Neutral,henuz kullanmadim ama paketleme çok kötü naylona  sarilip gonderilmis hijyene dikkat edilmemiş malesef
133093,Negative,Çok övenler oldu diye kullandım fakat ben dokusunu hiç sevmedim yapış yapış kalıyo elde ve sürülen bölgenizde.
133094,Negative,Kumaşı çok ince ve kalitesiz iade ediyorum
133095,Neutral,ürün bende değilde esimin yuzunde esmer ten  ciddi aydinlanma yapti ben çok beyaz tenim sivilcelenme yapti bnde
133096,Neutral,yeni başladım bakalım
133097,Negative,paketleme sinde sorun var
133098,Neutral,kepek sorunumu çokca cozdu diyebilrim
133099,Negative,minik sivilceler yaptı bana. bir tek bana mı yaptı sivilce bilemiyorum
133100,Negative,Ürünü beğenmedim iade ettim
133101,Negative,Çok kötü bir ürün kesinlikle tavsiye etmiyorum    Açılmış saçı direkt lilaya çeviriyor aradaki dore renkler varsa onları da olduğundan daha kötü bir renge alacalı bir renk skalasına çeviriyor 😁üstelik o Şila rengi akıtmak için saçı kaç kere yıkıyorsunuz mahvoluyor saç  insan içine çıkamayacak hale getiriyor  paranızı çöpe atmak istiyorsanız alın
133102,Neutral,Ürünün rengi soldu
133103,Negative,"Bence kötü , püskül kısmı tam absürt bir yere denk geliyor ve aşırı tuhaf duruyor bence değmez👎🏻"
133104,Positive,"Çok memnun kaldığım bir marka ve fiyatı çok uygun, tavsiye ederim."
133105,Neutral,kafamda yaralar çıktı kullanmaya başladığımdan beri bilmiyorum bu ürünle alakalı mı ama zaman geçince güncellerim
133106,Positive,İlk kullanımda etkisini görebilirsiniz alınması gereken bir ürün
133107,Neutral,ürünü yeni aldım zamanla kullanınca yazarım ama kokusunu beğendim.Yüze sürünce föndeten bazı gibi cilt tonunu bir yapıyor.
133108,Negative,Yüzümdeki sivilceleri kusturdu memnun kalmadım
133109,Neutral,Cildi çok kurutuyor ilk izlenimim bu kullandıkça leke giderici özelliği var mı görümcem ama kokusu içeriği güzel
133110,Neutral,saçımın diplerini ( yanı kendi sacımı) bal köpüğü yaptı . kulluluk yok ama uclardakı ombreleri küllü sarı güzel bı renk yaptı maalesef oda 2 yıkamalık neva color genelde begenırım ama bu sac boyası benim istediğim gibi olmadı
133111,Positive,yapısı duruşu çok güzel teşekkürler trendyol
133112,Negative,Ürün görseldeki gibi değil. Boyutu da çok küçük.
133113,Neutral,kullanılışlı güzel
133114,Negative,5 gün oldu nerde kaldı bu ürün
133115,Positive,tam istediğim gibi geldi çok teşekkürler
133116,Neutral,"Tavsiye üzerine aldım, çabuk bronzlaşan bir tenim var bende etkili olmadı ancak verdiği nem ve his harika"
133117,Negative,Sevmedim kapatıcı özelliği hiç yok ekstra cc krem kullanmayım 2 özelliği var  dıye almıştım . Güneş koruması da normal bilindik kremler gibi. Pişman oldum.
133118,Neutral,Yanma hissi veriyor daha yeni denemeye başladım
133119,Neutral,"Ürün küçük evet ama zaten bölgesel ve aralıklarla kullanılan bir ürün, uzun süre kullanılır. İlk kullanışımda siyah noktaların çok çok az bir kısmını aldı bikaç kez daha kullanırım ama siyah noktalar için işe yarıycağını sanmıyorum ilkinin sonucuna göre."
133120,Negative,Kılları hemen döküldü param çöp oldu
133121,Negative,Gram faydasını göremedim yağlı bir his bırakıyor onu da söyleyeyim. Ve bu yorumlara güvenerek almıştım. Nasıl bu kadar iyi yorum geliyor bilmiyorum. Kesinlikle tavsiye etmiyorum
133122,Neutral,Kullanımı biraz acıtabilir gözenekler kapalıyken alması zor alamıyor. Bende siyah noktadan çok kir yağ bezlerini aldı.
133123,Negative,leke çıkarmıyor.  tavsiye etmiyorum.
133124,Positive,kokusu çok güzel beğendim 👍
133125,Negative,kaşıntı yapıyor
133126,Neutral,3 oldu kullanmaya başlayalı daha fazla bşr etkisini görmedim ilk sürdüğümde hafif bçr aydınlanma oluyor yüzümde.
133127,Positive,Çok hızlı kargom geldi çok memnunum.. ucuz olmasına bakmayın alın daha az kanserojen sadece yeni çıkan bir marka olduğu için düşük fiyatı
133128,Neutral,Güzel fakat çubuğu uzun olduğundan kaşa şekil vermesi birez zor oluyor. Bıçakta aşırı keskin değil
133129,Neutral,Kokusu çok güzel ama tavsiye etmiyorum. Dokusunu sevemedim ben
133130,Neutral,ürünün faydasını görmedim. nemlendirici ozellikli
133131,Negative,pullanma icin almistim ama iyi gelmedi okadar parayi haketmiyor bence
133132,Negative,Dantel kısmı kaşıntı yapıyor. Dayanılmayacak şekilde rahatsızlık verici
133133,Positive,"Kokusu çok güzel kalıcı, teşekkürler"
133134,Negative,hassas ve kuru ciltler kullanmasin yüzü geriyo ve kurutup kaşındırıyo (ben karma ciltli olduğum halde)
133135,Negative,çok kötü ve berbat
133136,Negative,Çok güzel ilk defa aldık
133137,Positive,"Çok başarılı, artık başka bir marka kullanamıyorum."
133138,Positive,kokusu çok güzel ve kalıcı
133139,Negative,Ben çok kullanışlı bulamadım kilolu olanlarda sadece beli şıkıştıryo üstte altta yığılma oluyo
133140,Negative,Mini elbise gibi değil İnce askılı atlet boyunda İade ettim
133141,Positive,Mis gibi kokuyor katalogdan çok daha uygun bir fiyata aldım
133142,Positive,Hızlı teslimat 2 günde geldi teşekkürler
133143,Neutral,muhteşem birseyler beklemeyin
133144,Negative,Görselle kesinlikle alakası yok iade ettim tavsiye asla etmem!
133145,Negative,Yuzumu inanilmaz sivilcelendirdi. Uc kez kullandim. Dayanamadim
133146,Neutral,Porselen makyaj görünümü vermiyor ama bir fondöten görevini görüyor
133147,Negative,"Ürünün altında yazan batch kodu 7 yıl 9 aylık. Parfümler en fazla 3 yıl, alkol oranına göre değişsin 5 yıl olur, o da en fazla. Ürünün açıklamasında vücut spreyi yazıyor fakat pudra gönderilmiş. Bir daha kesinlikle alışveriş yapmam güvenilir değilsiniz ve tavsiye etmiyorum sağlık önemli ."
133148,Neutral,Yeni kullanmaya basladim çok etkidini  gordugum soylenmez arko kremi andirdi bana
133149,Neutral,Ürünü yorumları okuyarak almıştım.Açıkcası beklentim yüksekti fakat beklediğim etkiyi kesinlikle göremedim.Umarım uzun vadede etkisini gösterir
133150,Neutral,bir fark göremedim
133151,Positive,Gayet güzel
133152,Positive,Tam olarak ne işe yaradigini anlamadan aldigim bir ürün beni gerçekten şaşırttı yüzüm bir anda pürüzsüz ve yumuşacık oluyor arkadaşlarım tarafından farkedildi ürün hızlı ve fotoğraftaki gibi geldi hiç bir sıkıntısı yok kaçırmayın derim
